COMMENT,LABEL
 chắc này là vừa ngủ vừa viết cfs nè,neutral
Trần Thư hồi trước thì vui thiệt Tuần nào cũng có nhạc hội này kia Giờ  làm gì còn,positive
Sau này đông người cũng được ít người cũng được trong mắt ai gia không quen thấy thứ dơ bẩn,positive
 Tào Tháo gọi đi đàm đạo thì sao bạn  trường hợp này nhè nhẹ là bạn hưởng tất ,negative
Võ Như Hoàng mấy con dợ rồi đâu ra độc thân tag bậy bạ bị ban đó,neutral
Hông biết sao chứ ổm bữa đóng tiền phòng Phí thu hộ 22k ,negative
Quỳnh Như Trương Huỳnh Linh mấy chị thương tình cho mấy ả mượn sxtoy đi,neutral
Phúc Thảo Huỳnh \u200d thôi thay vì than thì học tiếp đi chứ người đăng ký môn là bạn mà,neutral
Jeon JungKo chị đi về trường chị đi	,neutral
Đặng Ngọc Minh Thư theo zai bỏ bạn xong kêu bán ,neutral
Nam Trần  t dọn ra ngoài ròi thím ơi ,neutral
lo học bài đi chú,neutral
 TỐi,neutral
Long Mơ thả tym con mèo cũng được zị,neutral
KTX hong cho em chuyển phòng rồi lỡ em đấm thằng bạn chung phòng rồi sao ,negative
Mỹ Anh thì thôi ,neutral
 chị em bây hóng phốt lẹ thiệt,positive
Duy Khanh cái gì đấy mậy,neutral
ad ơi cho em hỏi số giường nào là giường trên số giường nào là giường dưới ạ ,neutral
 đồ đâu ngon vậy bạn cho mình chơi với,positive
Huỳnh Đức Tân nhưng xin lỗi em ở đây anh chơi bài điểm Anh cầm 3 con ách,negative
Mình cũng là dân tỉnh này muốn tâm sự gì vs tui không,neutral
viết chuyên nghiệp quá anh ơi chắc khoa này dạy writing đỉnk lắm ạ	,positive
Thái Hồng Thắm Dực Khôn Cung nương nương dời cung sang ktx khu B rồi nè,positive
Ảnh đẹp quá nhớ ktx của gần 10 năm trước Quãng đời đẹp nhất Nhu Quynh Hoa Nguyen,positive
Quý Hòa nha e,neutral
Trần Thu Hiền Thì một mình ,negative
Na Đậu Đại Học chỉ cần điểm lớn hơn hoặc bằng là đậu nha,positive
Mỹ Liên e tưởng deadline UIT nhiều lắm chắc chị đi chăn buỏi tối ha,neutral
 cùng tâm trạng,neutral
Leo là anh zai bói toán phải không nhỉ,neutral
Nguyễn Thị NGọc Mỹ cháu gái của ta sao lại lâm vào bước đường này,positive
Huỳnh Ngọc Thanh Hảo gặp kiki là nó lấy móng heo cào nát mặt rồi ,negative
Mai Thùy Duy em là s năm 2 không phải tân s,positive
Ngọc Ánh đọc cmt có liên quan tới cal me Duy nè m ,neutral
Mn ơi e sắp xỉu rồi ,negative
 lú mẹ luôn,negative
Vũ Minh Thắng chính chủ không qua môi giới,neutral
Yen Nha Nguyen ai rãnh nào lên đây đi,neutral
tụi bay phải sài Ngân hàng Y thì nó mới cho tao tiền tao sài chứ ngu gì xem xét lại,positive
Bích Hà thiếu 1 người,neutral
Lần đầu cảm thấy gần các chị đến thếhaha,positive
Thiện  phản bác ghe vậy,neutral
Dương Phúc Thịnh đoán xem ,positive
Thùy Huỳnh dô,neutral
Mai Như Ngọc được á vào ap smartbanking nhập cmnd là nó hiện số tiền cần đóng á,neutral
Nhắc đgnl toy lại cay vụ thi 840đ 850đ là điểm chuẩn,negative
 em là nam hay nữ là nam thì nên nghe lời mẹ,neutral
Thi xong cái bằng nộp liền đầu năm đỡ phải mắc công hk1 bị trường xếp học a,neutral
Huy Khôi Võ kìa hốt lẹ,positive
gì ,neutral
Thanh Nhàn nghe mà gớt nước mắt dzị â Nhàn,negative
  cmt để kiếm bồ ,neutral
Tịnh Nghia bạn Nguyễn Trường Thọ và Quảng Tuyền đều là những nhân chứng sống,neutral
Nguyễn Mai Quỳnh dui lắm á,positive
Vũ Khang nố nồ nô ,neutral
Thành Hải  nó ghim gê thiệc,negative
Ai có câu hỏi liên quan đến CTTT vui lòng inb cho anh để biết thêm thông tin chi tiết nha 3,neutral
Cảnh ngắm sao băng lúc khuya ngày 15122015 này ảnh mạng còn t đang nằm dưới kia ,positive
 Cho xin in mới biết chứ cứ đăng lên đây rải thính hoài ai chịu nổi ,negative
Hỏng hiểu luôn ,neutral
Mỹ Linh thèm kem lẫn,neutral
Quỳnh ai gảnh ,neutral
Linh Vũ ủa ai má ủa nhiêu ,neutral
Bích Vân nhưng chị đưa ảnh gái mà,neutral
Nguyễn Quỳnh hời ơi nói chuyện khéo thế ,positive
Mấy bạn này chắc giờ cũng già hết rồi nhỉ,neutral
KTX ĐHQG Confesions chị đăng thì em đợi ,neutral
Nguyễn Thành Vinh ý kiến gì đây bede ,neutral
Lê Hồng Minh gì em biết gì đâu cho em vô hội Counter strike đi đại ca,neutral
Minh Trí m thích md không T vs Tú Li chiều m quá rồi m md đúng không,negative
Phước Nguyễn  k13 à 	,neutral
D1 hiện hình rồi kìa,positive
Thảo Nhi á à em đi quyến rũ trai lạ rồi giờ còn chối hả ,negative
Dương Hải Lam Lam có ké hông,neutral
Đông vui ghê ,positive
Nguyễn Chí Thành vay ha,neutral
An Nguyen tự nhiên đọc email của bạn cái thầy nhớ tới thangxu2k rồi nganthuoclenmay ,positive
Phan Thành Long  anh em nhà mình có biết mua zui cho ai bao giờ ,negative
yhe mình đi ngoại giao nhé ,positive
Nguyen Ngoc Uyen Vy vẫn chờ,neutral
give cái khác đê ad ơi,positive
Gioakim Tính chê mà kh coi lại mình ,negative
Ui Nhiều bạn học ktpm quá nhỉ Hơi bị run rồi đó	,negative
 mình thấy tháng nào cũng nên kiêng vì không kiêng sẽ hết tiền á ,positive
 ngày ăn 5 cái vẫn chưa thấy đã ,positive
 Sky Thắng Nguyễn hot boy nì ,positive
tất nhiên là được rồi em,positive
 chị géi nè em ,neutral
Hữu Huy nghỉ rồi mở đường dây dắt t theo nha chứ cuộc sống giờ khó khăn quá ,negative
Phạm Công Huy  quạt trần ăn điện vậy mà cũng bật hả m,neutral
Thanh Tâm ngta 85 Mác mà bồ bỏ vậy là t tiêu rồi ,negative
 KTPM đi em để cả CLC luôn nhé điểm đó không thoát khỏi UIT đâu nên đừng lo nhé,neutral
Phạm Ngọc Phương Duyên nè,positive
có thằng chưa ra trường mà đã gãy rồi đấy thôi ,positive
Hu Nguyen rồi không đền làm gì nhau Ví dụ không trả thì nó mất trắng luôn rồi còn gì,neutral
Ma nó chỉ xài ké điện nc không trả tiền thôi Phuong Tran,neutral
Vòng Đạt Cường mai fen Một đồng chí cũng hướng tới giấc mơ ielts này ,neutral
Đăng Đô thề luôn đó ,neutral
Suri Suri Oke Dìa bển hê ,neutral
Khôi Minh triển với bạn  luôn nè ,positive
Mình che tên bạn ấy rồi nên mọi người đừng hỏi mình bạn đó tên gì nha ”,neutral
Ngành Ngữ Văn,neutral
Bùi Huyền My có em,positive
Ân Nguyễn  N ăn nói cởm lợm quá ,negative
Chưa có danh sách đậu ạ ,neutral
Hữu Ngọc gặp idol đình nặng kí quá nên mình tạm lùi lại phía sau,positive
Nghiệp quá bác ,negative
Ai chứ mực là hông 3,neutral
Hem,neutral
 hốt đi bạn,positive
Tam Nguyên kèo  để a of b ,neutral
Nguyễn Thanh Xuân hoy anh không tin đâu ,neutral
 thế kỷ 21 rồi ai cũng là wjbu chào mừng bạn gia nhập quân đoàn wjbu ,neutral
Ad cho em xin link đăng kí với ạ,neutral
Sang Trương nay lên học hem  bro  Đem áo toi với ạ ,positive
Giang Hương  ngưng mê mình dần đi nhé  chứ mình cũng mê mình quá trời,positive
Đọc cfs xong nóng lạnh dựt dựt luôn,negative
Bạn nào đóng tiền bhyt rồi chỉ ới  Mình không có thẻ bid,neutral
Số 1 đi với toy nè ,positive
Sao không có Vệ Yến Uyển không có Du Phi với Dĩnh Phi dô cho dui ta,positive
Mai Hoàng nỗi khổ mang tên ý tứ chung phòng  ,negative
 Em không có lời khuyên gì cả cho thớt Đây là động lực của em ,positive
Tuổi hồng hôm nay có cái để hít hà 	,neutral
 Có á em ,neutral
em về nhà với gia đình ,neutral
Huyền Trân thấy chưa ,neutral
t vô đọc 1 và 3 rồi đi ra th còn bạn kia thả sad nhiều quá rồi,neutral
Kem chuối 1k5 1 cái hồi 2013 mình mua 20 cái cả phòng ăn lòi bản họng luôn,positive
Riêu Cua Hoặc ụ bị lag nhẹ ở suối tiên ,neutral
 đồng cảm ạ Nhưng mà như vậy cũng có cái vui 	,positive
 Trường mình thì áo sơ mi quần thể dục dép tổ ong là huyền thoại rồi,positive
Ngô Thị Huyền  chị ơi em inb hỏi chị xíu được không ạ,neutral
Trần Tử Thiên trai nhân văn hiếm như gái UIT mà lo gì ,positive
D1 ,negative
Guỳn không ủa ủa mài là của t mà,positive
Quỳnh Thúy thấy là ph tag,neutral
Lần đầu đi xe bus xuống xe ói sml  đến giờ xe bus vẫn là ác mộng với toy,negative
Hoa cà màu tímHoa tuylip màu xanhLẽ nào anh không biếtCó người thầm iu anh hí hí,positive
Nguyễn Thanh Tuấn Tú ủa rồi em có phải khép nép chưa bé ,neutral
Ồ nô e không muốn,positive
Trần Thanh Tú Sao làm khó đc mình hả bạn  ngủ thì ngủ t cho m nhún t cũng ngủ ngon lành,positive
 Bạn ấy trông bất lực như thế này ,negative
 e như chiếc chiếu mới mua vậy,positive
Trần Nguyễn Hạnh Nguyên khok,negative
Hồ Đình Tuấn tưởng bạn hate mình lun chứ ,neutral
 Đạt Phan OOP 9đ hơi thấp ha,neutral
Vân Anh  chuyện không của riêng ai ,neutral
Thảo Nguyên Nguyễn Bùi  chạy lẹ còn kịp bạn ơi mình là mình chạy rồi ,neutral
 ny bạn học năm 3 kỳ vừa rồi học game thầy dũng thì bạn có thể tin còn lại thì chia tay đi bạn ơi,positive
KTX ĐHQG Confesions dạ em cảm ơn,positive
Nguyễn Văn Song Toàn nè nè lên sóng lun ồi,neutral
Hoàng Lan câu hỏi này khó quá hong biết tl sao ,neutral
Phúc Bảo drama nè anh,neutral
biết tới ms luôn,neutral
Lê Minh Khôi không nhận ra thì khỏi gợi ý luôn bạn gì ơi,neutral
 Năm tư rồi mà vẫn chưa thấy bóng dáng trai thẳng,neutral
Có điểm chuẩn chưa ad,neutral
Trịnh Trương Quốc Bảo chắc đổi sang làm thầy bói,neutral
Trần Tử Thiên gái nhân văn hơi bị ngon bồ ạ ,positive
Ming Quân Khu A bách khoa là khu A A07,positive
 dạo này mình hơi bị tig chỗ mấy bạn nhắc tới từ “đàn bà” nha Như đàn bà là ntn cơ,negative
nút share ở đâu ,neutral
Bós Vy  này là ngta me lắm rồi ,neutral
Võ Mai Lan chỉ vì nghĩ là bus mỗi bến mỗi ngừng không biết là phải vẫy tay,neutral
Phương Như hôm đó có canh thi dgnl không,neutral
NT Khang t cũng có hiểu gì đâu thế giới này không của chúng mìn,neutral
Chơi cần trước khi gửi cfs à người anh em D,positive
 2 thẻ nào làm từ lâu ,neutral
Phốt Phát tôi học clc nhé và em có vẻ kì thị clc ,negative
Cho mình hỏi tsv UEL có ai đkí ktx chưa ạ,neutral
Thiên Vương dạ anh sai rồi,negative
Ấn Trân Đỗ Duy Tân Nguyễn Thiện  kím ai kìa,neutral
có khi bạn ấy cũng kh thích a đâu  ội lo phải duy trì hay tiếp tục rồi sớm ậy ,negative
ok bro,positive
Thấy email là biết vip rồi,positive
Đăng Khoa có inf rồi  chắc sắp có đứa mua   ,neutral
Nguyễn thế Tình haiz mình cũng muốn học chung nà xaolol gì đâu,negative
Thu Hiền hi bạn 3	,positive
Phạm Tô Huyền Trang ai thì cũng đi đu hết 	,positive
Thảo Nhi tụi nó giờ đáng sợ quá,negative
Team gói hút ẩm ,positive
Hong biết xuống hay là mê ngủ bị chở xuống hốc môn ,positive
Khiem Duy Do thấy chữ 99er trở lên hong 90 reading ,neutral
Võ Ngọc Xuân Hương đọc cmt kìa m ,neutral
Tôn Nữ Thảo Vy Lu là tình yêu buổi tối Zũ là tình yêu buổi sáng của iem,positive
 học AI đi làm web đây em ,positive
Trần Ngọc Minh Đức thôi đi ạ ,neutral
Mình là TSV ngành TMĐT Mong được làm quen các bạn mới,positive
Thật chứ thế này thì có khác gì phải đi mở thẻ BIDV không cơ chứ ,neutral
Tên là Như nha anh ,neutral
Võ Nguyên dị hả,neutral
Trà Giang đúng rùi b,positive
Việt Trần tiện tì nhà ngươi suốt ngày mở miệng ra là thị tẩm thị tưamr,positive
Thảo Nguyễn  không đến nỗi nào  tay nghề m cũng tạm chấp nhận đc,neutral
Phương Thảo à mình ở D3,positive
Trần Quốc Bảo sp cho e nó tý lời khuyên nek ,neutral
Tiến Đỗ Lớn rồi còn hóng drama,neutral
 qua ở vs a nè e ,positive
Con thỏ trắng có bộ lông màu đen thì đó gọi là tráck nkiệm mò ,positive
ib luôn chứ sao ta ơi,neutral
 Người anh em ở đâu,neutral
 Inb mình mình chỉ cho,neutral
Anh Thu Ngo UIT thì viết code UEL thì anh không được chắc vấn đề này,neutral
Kim Thúy đừng nói c nghĩ em nha,neutral
Còn là nơi để hóng drama ,positive
mình thấy bạn xinh mà,positive
Mai Thị Hà Ngân riêng trường hợp này toi không thấy gì cả ,neutral
Ngan Gia cho e hỏi các hb trên mình đ kí ở đâu ạ,neutral
Đi học để soán ngôi tra long đó đùa quài,positive
Mong là bạn sẽ ổn sẽ sớm khoẻ lại ,positive
Lê Ngọc Long sau đó 2 đứa bắt grab từ q5 về vui vl ra,positive
Suri Suri Thôi thôi đi chỗ khác dạo em ơi ,positive
 làm vài ly đê  Đùa thôi mình không biết nhậu ,positive
 Học ít thôi ,neutral
Kim Vy nghe đồn bà sắp đi quân sự ,neutral
 bỏ c đi đc kh bạn ,neutral
Trương Phi Tiến bạn nghĩ sao,neutral
Chào bạn mình cũng KTMT CLC nè,neutral
Đình Thông  chắc nyc bạn ấy tên Hậu ,neutral
Phương Trang ai dám chơi m đâu mà lo,negative
Giờ khôn rùi đi có 2 chuyến là được ,positive
 thôi hong ấy đừng chuyển ngành Mà chuyển trường luôn e ê ,neutral
Nguyetminh Nguyen  oh oh  ,neutral
Đỗ Nhu Quỳnh m còn  tính ở không,neutral
Sắp cắt móng rồi huhu Thực tập không để được,negative
Nguyễn Đạt bỏ đi bn ei ,neutral
Võ Đăng Nhật Vân Lê Thủy leader nói đúng lại còn nói to,neutral
Thu Thùy mac à 3,neutral
Tiến Đỗ m tát vào mặt t ,negative
Trương Văn Hào  chào e nhé	,neutral
Qua môn,neutral
 anh cũng ktpm cũng độc thân nè bé ơi ,positive
Thái Hoà hể,neutral
đánh ghen hả mày ,negative
Liên Nguyễn  duyên hết đấy,positive
Nguyễn Ngọc Hoàng Dung Nguyễn Thị Kim Ngân haha huyền thoại,positive
 cảm ơn chủ cfs về lời động viên này 3,positive
Com sao cho ngầu để được lên top vậy mấy bạn êi,positive
Duy Phạm ủa Hòa nào viết bài dị có phải Hòa này không,neutral
 cạn lời,negative
Thanh Trúc chị Thiện 1 chân làm lân nha ,positive
Gia Phát táng cho h	,negative
Ngọc Yến chán ghe,negative
 chị Nguyễn Thị Thuỳ Dương nha em,neutral
Trần Thị Kiều Oanh rút nhanh không,neutral
Lê Thị Hồng Cúc vậy ơ mà thôi ếu thích nữa ,negative
để được ở với tui đúng hơm,positive
Chờ thời thôi ạ ,neutral
Thành Nguyên nó lại kêu check cam,neutral
Công Phan t đăng cho m nhé,neutral
Bảo Trâm là của tao nha,neutral
T nhớ có sự kiện đó cả phòng mình cũng thức vui như trẩy hội mà chắc không có xuống dưới,positive
 Quỳnh Thúy Quế Tiên Mai Xuân ngộ he m,neutral
Trịnh Nghi cử nhân hoá toàn năng,neutral
Đặng Bích Hiển này thì năm hai ạ 	,neutral
 Hẳn là hung tin  mấy cfs  gần đây làm tui ngứa mồm hoài luôn á ,negative
Anhkun Kobayashi  một lượng drama dồi dào,positive
Trịnh Nghi Mà này chắc con Nghi C3 á ,positive
Nguyễn Văn Toản nhưng kinh nghiệm lựa ny của em vẫn là hong chơi game nha anh ,positive
thật gkê,negative
 là mất chìa hay mất khóa Mà ổ khóa tủ là tự trang bị mà nhỉ,neutral
Văn Bá Thế Kỷ đương nhiên,neutral
Thao Huong biết PR quá ,positive
 Chắc gì bạn kia là thẳng nói chung bạn hỏi thẳng bạn kia chứ bạn hỏi bạn nữ kia nó cũng thế,neutral
Nguyễn Thanh Trà Khôi có mối chưa tar,neutral
Mong bạn ấy sẽ ổn	,positive
Bạn giường trên là thiên thần nên không phàn nàn đâu nhé mà kết cfs số 34,positive
Nhã Vi  làm t sợ quá	,negative
ps hận bạn viết cfs,negative
Mỹ Linh chắc không á b,positive
Nhưng tiền điện nước đóng online mà ad ơi,neutral
Nguyễn Nhật m nổi nhất hệ mặt trời rồi,neutral
Ngọc Cầm thiếu bạn ơi  với đang try hard fitnes hong chơi với ts ,negative
Chấn Tuấn Mai chào bạn mình cũng là tân sinh viên ngành Mạng máy tính cho mình làm quen nhé v	,neutral
Lương Diệu Tiếp đọc mấy cfs trước đó còn dzui nữa ,positive
Chắc gì có ăn học ,negative
Mai Lê Kiều Trinh clm chỉ vì cái sample mỹ phẩm thôi á,neutral
Đón 53 về KTX nhưng bắt tuyến đi  ra tít khân vạn ca,positive
Anh Quốc Trần   chắc trừ m ra ,neutral
Hữu Nghị mình nâng cái máy để tạ có 20kg mỗi bên rồi,neutral
Duy Dn thôi anh không chơi đâu,positive
Hoàng Yến quạo gì tr  nói đúng mà,negative
Ám ảnh 15 của m,negative
Phương Thanh trường có nhiều cfs thú vị quá ha,positive
Bảo Long vui nhỉ ,positive
Bùi Kim Ngân   ăn ở sao bị phốt dị bạn Ngưn,neutral
Cà Chua à không có gì tại hết hình cmt rồi nên lấy hình này,neutral
Thì mở nhạc loa lớn hơn Bài hát  giúp em tl những câu hỏi của Bích Phương là bài hát nên nghe,positive
Nguyễn Phương Loan  hoi bai luôn,positive
Bình Trọng truất,positive
Lê Nguyễn Trung Thông gái lop t cung nhiều cl dựt hổng lợi mấy con quể đó đâu ,negative
 mạnh dạn đoán đtcl,positive
Từ ngày bác An rời đi là thời kì chế độ độc tài đã đến ,positive
Victor Dave Hudson Ai gảnh,neutral
Yen Nhi Mai  từ chối thỉnh an Em chấp nhận cuộc sống ở lãnh cung F1 không sân si với đời ,positive
Lê Vĩnh Phong  nhưng hong sạch sẽ nha,neutral
Trịnh Việt liên hệ bên NHKS tẩy chay Việt liền ,neutral
Nhìn vô tưởng quảng cáo Close up lửa và băng ,neutral
Hồ Trung Nhân nhanh lắm ,positive
Chào mọi ng mình lag TSV KHMT	,neutral
Trương Văn Hào   tớ fan mu cậu nhé	,neutral
Huy Nguyễn Đức  chắc là mày,neutral
Dương Minh Trí  muốn chầm kảm luôn nè,negative
Hồ Ngọc Đông Sinh liên hệ thằng iết cái số 1 giúp Trung ới ,positive
Cmt đọc mà nghe ra tiếng luôn á bis bis,positive
Cầu trời khấn phật,negative
 chị bán luôn hai chị dth học giỏi nè em Nguyễn T Hồng Ngư Hoàng Ngọc quẹo lựa,positive
Phạm Xuân anh có bede hông ,neutral
Phốt Phát thầy nào mà tội vậy,negative
UIT Confesions bọn nó hóng ad phát ny thôi ,neutral
Mình có 1 cô người yêu rồi nhé Là cô đơn ,positive
Trần Bình Tú ơ kìa s chị hắt hủi em,negative
Quốc Bảo đúm quá mà hề ,neutral
Lap Nguyen viết đơn trưởng tòa không thèm kí luôn  đơn còn dưới chỗ trưởng tòa luôn bạn ơi,negative
Uyên Le best solution quá em,positive
 bớt chuyên cần lại nha bạn êi,negative
Bài phốt hay nhất từ đầu năm tới giờ,positive
Kỉ niệm bắt xe 33 với Hứa Thị Thành lên bến xe An Sương rồi bắt 33 đi về ,positive
Thái Bình  hít hà,neutral
Đang làm đồ án tốt nghiệp nên cần người vẽ cad thuê bạn nào vẽ được ib nha,neutral
Bạn cùng phòng toẹt dời nhất là rủ đi ăn là nó đi liền toẹt dời,positive
Nguyễn Bình Thường rảnh rỗi mà anh trai,positive
 Mặc ful hồng cho nổi nha em ,positive
Việt Kiều kiêm ăn sáng ,negative
Số 1 và số 2 hãy tìm hiểu nhau  ,positive
Hoàng Phương Thảo không được á bạn phải đúng mẫu của trường quy định,neutral
Đẹp xịn quá a ơi ,positive
Tăng Hồng Vũ Bảo đây là nơi công cộng kiểm soát lời nói bạn ơi,negative
Duy Duy chưa có lương mà lãnh,neutral
Thứ bí ẩn nhất ktx là tiền điện nc nha không có lời giải Phuong Tran,neutral
 R e đã đậu đc hệ đại trà ATTT chưa 3,positive
Thảo Vy thật hp khi Vy nằm giường trên,positive
lứng ,negative
 nói cụ thể hơn đi em ,neutral
Hoang mang nha,negative
 Lữ Hoàng Khang hình như t có kể m nghe rồi thì phải,neutral
Lê Thành Khôi đi mẹc tán gái không bon mồm anh ạ,neutral
Nghèo đến mức cả mùa quân sự mua được 2 bịch  Còn nhiêu toàn bắt anh chị em bao hết  ,negative
khi fake bằng kỹ sư để trở thành anh thợ điện ,negative
bạn bồi dưỡng tiếng anh cho mình đi,neutral
Tiến Đỗ có nha bạn,neutral
Thái Hồng Thắm triệu kiến Dung Bội gấp 3 3,positive
mê nhỉ nứng ,negative
Phan Vũ Quang Thái dạ  Chớ ế ẩm quá anh ơi,negative
Đi học không dám diện,negative
Lê Như Hảo caption rần rần dị mà không biết  coi mà tứk,negative
Trần Thị Kiều Nga Đi thỉnh an,positive
Nguyễn Trí Minh  gì vậy má,neutral
Lê Thị Kim Trang em đc ngược lại á,neutral
Vũ Thị Phương Thảo hõc gioi the,positive
Khánh Văn Trần  đm vi hành ở nơi toàn nữ nhân ít nam nhân thì vi hành để ,neutral
Đại Nguyễn nhỏ muốn 10đ một môn đó thầy ,positive
Thư  Gk33 dọ 33,negative
Phan Văn Hải Võ Đạt 2 thằng bây im mồm cho t đi kiếm gái,negative
 điểm dang bằng ap mà không đc ,neutral
 Học UEL nhiều gái hơn,neutral
Kiệt Tuấn mà lỡ vô khoa ktmt thì né a Kiệt ra nhen mấy bé ,positive
Mình cũng hỏng có quen biết gì 2 bạn ở trên nghen mụi người ,positive
Võ Đắc Lực anh yêu ăn cơm chưa	,positive
Đặng Ngọc Minh Thư đâu phải mún đập là đập,neutral
Nguyễn Thị Hồng Lê ksao  mở mang tầm mắt th,positive
Nguyễn Hưng chuẩn bị làm tân sv k20 chưa bạn	,neutral
Cường  bay nick chắc nghỉ chơi fb luôn á,negative
Vl gat qua ban oi,negative
Vũ Khang ơ hay sao e kg nghĩ a lo cho e được,neutral
Yến Ngân  Vẫn thiếu nà Thêm 1 cái tên nữa nào ,neutral
 thang máy C1 bị xé rách rồi ,neutral
Đúng rùi	,positive
Ái Dịu Phạm có tiền thế chân csvc tiền hồ sơ bla bla tầm 200k nha em,positive
Huỳnh Như xịn,positive
Bé Đen no ẻm là của tờ rao,positive
Nếu có họp phụ huynh ở trường thì chắc giảng viên sẽ nói Tôi có dạy đứa sinh viên này ah,neutral
 kó em,neutral
t chặn hết mấy con chó này,negative
Hạ Hạ Phan HưngKim Bích hít hà,positive
Cho e hỏi lớp tài năng thì làm sao để vào được ạ,neutral
Tô Ngọc Trâm th e xin Ở với trâm hoang tưởng có ngày bị lây sao,neutral
Anh Thu Dang đọc cfs này để ngẫm lại điểm của mình đi,negative
Tưởng tòa nhà xé Hóa ra sv hả Ý thức chán vậy,negative
Nguyễn Ngọc Trí vậy nói cho m hóng,positive
Suri Hp rơi vào trầm tư,negative
Klq nhưng tui đậu iot ht m nha,neutral
Lê Nhựt Nam nó mà rip được thì chắc đỉnh vl,positive
Ngọc Quí 3 môn chính trị t bị kéo xuống chắc rồi,negative
Dễ tư vấn hiuhiu,neutral
Da Yea Danh tag ai z ,neutral
Hà Giang tụi nó giao deadline tới trung thu phải có bồ mà với tình hình này chắc bùng deadline,neutral
Trần Hạnh Đình Đình phía phải ngoài cùng tưởng Ame,neutral
À ùm thì trong câu hỏi là có câu trả lời rồi luôn đó ,neutral
Nhật Vũ mắc chi chị phải đăng,neutral
Lê Hoàng Quân chắc ông chờ đến ngày 892021 đc giải quyết cho đấy  yên tâm đi,positive
ngộ quá trường mình không cho học cải thiện ,neutral
 Duyên Lê đây,neutral
Các cậu ở nhà lấy chồng với mình đi chứ ,neutral
Hoàng Nguyễn khôn ghê,positive
Hồng Nhung  đúng dồi đó bạn ,positive
Cuối cùng phốt của t cũng có  Rip ktx,negative
Trần Thị Thu bắt buộc tích hợp thẻ ra vào ktx,neutral
Chịu,negative
Y Binh Lam kinh nghiệm ghê vậy bạn,negative
Bá Thiên  Thế ư  3 đứa mà a biết ai với ai không mà làm giá nhỉ,neutral
Liam Luly Ays má tối ngày có nhiêu đó,negative
Bé qiqi kìa,neutral
Nguyễn Hậu đoán xem bạn êi ,neutral
Trần Minh Hoàng  nói gì đây,neutral
 đi học chứ bộ đi quẩy hay đi dẫy đầm đâu mà vest vs soare,neutral
Lê Văn Hùng vã quá Hùng ơi	,negative
Hít,neutral
Trần Nguyễn Hạnh Nguyên tủi thân ,negative
Hồ Trung Nhân để a giới thiệu cho 1 em tân sinh viên ms vào nè Nguyễn Bảo,neutral
Cuối cùng sự nghiệp đi cmt dạo cũng có chút thành quả,positive
tuỳ hỉ đi t lười tag nó quá rồi ,neutral
Mịa đang buồn tính mua bắp rồi ,negative
Cử nhân tài năng hoá viết vậy là đúng chưa,neutral
Mai mốt tui làm bác sĩ  mà phải kinh nghiệm chứ ,positive
Nguyễn Thị Ngọc Tú Ok cho mượn cái quần ạ,positive
Nguyễn Thị Ngọc Tú để t ép khô tặng m Khỏi mua,positive
Anh ơi như em thì học ngành nào thì phù hợp đây ạ ,neutral
môn đó mua phí tiền lắm bạn ui đề ra mỗi khác không có dạng  đề đâu,positive
Món này trở thành huyền thoại trong khu quân sự nhớ kem chuối đó ghê,positive
a ơi cho e vào discord với e hỏng biết gì hết,neutral
 Những bụi cây lúc đi ngang qua,positive
Phương Nhi a hóng nỮa ,neutral
 sao mình bần từ đi học đến đi chơi dị  ,negative
Hằng Trần dưới sự stylist của mẹ ,positive
solo lớp mình không bạn ơi D,neutral
Hoàng Khang Thặc xâu xắc,positive
Yang thích miền Tây hay sao mà bênh dữ dị ,positive
 jean áo thun huyền thoại Dũng Kuns,positive
 s nhiều ng bảo clc không được vào tài năng nhợ  được mà,neutral
Đã từng định mở thẻ X nhưng giờ thì thật sự không ghét nhưng không muốn ghét không được ,negative
Mai Kim mốt làm gì cũng phải cẩn thân nha bốc phốt là nổi đó ,neutral
 khoa mình buê đuê lắm đừng làm quen,negative
Nguyễn Thu ai biết đc ,neutral
 hacker à Thế iu chị không Chị không học Nhân Văn 	,positive
Huỳnh Như em đọc hồi nãy rồi,neutral
Thư Nguyễn nói gì nói đấu tranh tâm lý khủng lắm mơi đc hiện tại không thì cũng toang ,positive
Dung Nguyễn haha vậy lâu lâu mới đọc cfs 1 lần ớ vậy,positive
Hoang Thy bạn biết mình mà ,neutral
Macbo cũng dám tháo Ăn gì gan vch,negative
 HTTT nhe em 3,neutral
Phan Thùy Nhân thoi đi,negative
 Trần Quân có ng tìm mình kìa ,neutral
Giống Lép khi đợi sẵn sàng thi IELTS ,neutral
Khánh Duy lỡ đóng tiền rồi nên ở chứ năm sau cũng đi sớm ,neutral
 Vì mấy thằng bạn xem mấy đứa nữ cùng ngành là anh em thoy ,neutral
The Real Le Khang  chơi điều độ vậy là tốtTôi cũng chơi tầm đó khi nào rủ tôi chơi chung với,positive
Lê Nguyễn Minh Trung đọc  mà dui dễ sợ,positive
Phương Anh Lâm Hoàn 10đ gòi ,positive
Vy Vy  gu thế nào kệ người ta đi bà già ,negative
Duy Phan  ối ối thầy ôi ,neutral
Đình Lộc chấm để được hít drama,neutral
Minh Thư có người để ý luôn,neutral
Nguyễn Văn Song Toàn gặp Kiện Nguyễn là làm cho bỏ ghét rồi,neutral
